segment_id,rf_proba,audio_proba,label
seg_03496,0.9295133505598622,0.94,no_drone
seg_03497,0.92,0.915,no_drone
seg_03498,0.775,0.955,no_drone
seg_03499,0.8686581441627674,0.955,no_drone
seg_03502,0.9195787545787545,1.0,no_drone
seg_03503,0.8095672652340301,0.735,no_drone
seg_03504,0.819474350126524,0.975,no_drone
seg_03505,0.949474350126524,0.855,no_drone
seg_03506,0.9695502377410367,0.39,no_drone
seg_03507,0.8744366380431954,0.89,no_drone
seg_03508,0.9140130943844005,0.93,no_drone
seg_03509,0.8896907216494845,0.855,no_drone
seg_03510,0.8443584725232692,0.935,no_drone
seg_03511,0.7877884133410449,0.87,no_drone
seg_03512,0.92,0.92,no_drone
seg_03513,0.9287064793130366,0.86,no_drone
seg_03514,0.7987545895790575,0.775,no_drone
seg_03515,0.9238898499470447,0.74,no_drone
seg_03516,0.8889974948247772,0.855,no_drone
seg_03517,0.9397058823529412,0.775,no_drone
seg_03518,0.8942857142857144,0.405,no_drone
seg_03519,0.9448176956167886,0.58,no_drone
seg_03520,0.7658796296296296,0.82,no_drone
seg_03521,0.8838825967690567,0.78,no_drone
seg_03522,0.89,0.645,no_drone
seg_03523,0.9246914132379248,0.77,no_drone
seg_03524,0.945,0.635,no_drone
seg_03525,0.9521644327711521,0.825,no_drone
seg_03526,0.925,0.73,no_drone
seg_03527,0.9741984159095108,0.77,no_drone
seg_03528,0.8395769230769231,0.925,no_drone
seg_03529,0.8303681364748559,0.62,no_drone
seg_03530,0.8546825396825397,0.92,no_drone
seg_03531,0.984367193598751,0.935,no_drone
seg_03532,0.9780791989002835,0.905,no_drone
seg_03533,0.8545,0.945,no_drone
seg_03534,0.8246907216494844,0.66,no_drone
seg_03535,0.954474350126524,0.505,no_drone
seg_03536,0.9498837209302325,0.825,no_drone
seg_03537,0.8825,0.7,no_drone
seg_03538,0.9133814102564102,0.87,no_drone
seg_03539,0.7696900826446281,0.95,no_drone
seg_03540,0.9548447204968944,0.61,no_drone
seg_03541,0.95410258097536,0.88,no_drone
seg_03542,0.9498723404255318,0.855,no_drone
seg_03543,0.8594743501265241,0.93,no_drone
seg_03544,0.94,0.56,no_drone
seg_03545,0.8859540592531525,0.76,no_drone
seg_03546,0.9639414477521154,0.78,no_drone
seg_03547,0.8392307692307692,0.69,no_drone
seg_03548,0.9644517704517704,0.905,no_drone
seg_03549,0.91,0.88,no_drone
seg_03550,0.91,0.9,no_drone
seg_03551,0.915,0.94,no_drone
seg_03552,0.934583507255019,0.735,no_drone
seg_03553,0.9393020190491319,0.595,no_drone
seg_03554,0.745,0.92,no_drone
seg_03555,0.9240425811956502,0.825,no_drone
seg_03556,0.865,0.79,no_drone
seg_03557,0.9294968161683278,0.58,no_drone
seg_03558,0.8321825396825397,0.7,no_drone
seg_03559,0.77,0.66,no_drone
seg_03560,0.9,0.825,no_drone
seg_03561,0.82,0.93,no_drone
seg_03562,0.885,0.86,no_drone
seg_03563,0.7775,0.745,no_drone
seg_03564,0.7941060606060606,0.665,no_drone
seg_03565,0.8299327354260089,0.485,no_drone
seg_03566,0.7886145276745614,0.555,no_drone
seg_03567,0.91,0.7,no_drone
seg_03568,0.7966666666666665,0.6,no_drone
seg_03569,0.8576481277414072,0.765,no_drone
seg_03570,0.8073876994361038,0.71,no_drone
seg_03571,0.8834013460701264,0.815,no_drone
seg_03572,0.7149285714285715,0.89,no_drone
seg_03573,0.7292307692307692,0.865,no_drone
seg_03574,0.729980079681275,0.92,no_drone
seg_03575,0.8398615718777336,0.935,no_drone
seg_03576,0.8377225684313003,0.875,no_drone
seg_03577,0.5772577639751553,0.96,no_drone
seg_03578,0.8399473684210526,0.835,no_drone
seg_03579,0.915,0.915,no_drone
seg_03580,0.9457452262959413,0.915,no_drone
seg_03581,0.8698,0.83,no_drone
seg_03582,0.8817539052234166,0.965,no_drone
seg_03583,0.714980079681275,0.9,no_drone
seg_03584,0.8356735774183888,0.935,no_drone
seg_03585,0.8664410628097403,0.94,no_drone
seg_03586,0.834351379484851,0.96,no_drone
seg_03587,0.595,0.945,no_drone
seg_03588,0.8838235294117647,0.695,no_drone
seg_03589,0.9096709711328718,0.89,no_drone
seg_03590,0.9486853449060685,0.93,no_drone
seg_03591,0.9372094787796915,0.95,no_drone
seg_03592,0.7870845864661655,0.845,no_drone
seg_03593,0.5864903084903085,0.87,no_drone
seg_03594,0.8334133578431637,0.88,no_drone
seg_03595,0.775,0.505,no_drone
seg_03596,0.82,0.87,no_drone
seg_03597,0.8847265754657506,0.92,no_drone
seg_03598,0.91,0.79,no_drone
seg_03599,0.6067822650970133,0.87,no_drone
seg_03600,0.9044106721700704,0.855,no_drone
seg_03601,0.725,0.825,no_drone
seg_03602,0.9403224808981868,0.91,no_drone
seg_03603,0.755,0.99,no_drone
seg_03604,0.9684994450926028,0.615,no_drone
seg_03605,0.9542207817689339,0.815,no_drone
seg_03606,0.6839427860696518,0.595,no_drone
seg_03607,0.8241402116402117,0.495,no_drone
seg_03608,0.8,0.755,no_drone
seg_03609,0.9323010906105419,0.81,no_drone
seg_03610,0.8803904128396863,0.85,no_drone
seg_03611,0.983329802028895,0.685,no_drone
seg_03612,0.9405934501460159,0.89,no_drone
seg_03613,0.9586959794827169,0.6,no_drone
seg_03614,0.8847877728858952,0.93,no_drone
seg_03615,0.9517201024340438,0.68,no_drone
seg_03616,0.9082995009193592,0.555,no_drone
seg_03617,0.92,0.635,no_drone
seg_03618,0.724869109947644,0.71,no_drone
seg_03619,0.9359371644903558,0.91,no_drone
seg_03620,0.8970187340899638,0.845,no_drone
seg_03621,0.839942294973545,0.855,no_drone
seg_03622,0.9194020032471951,0.59,no_drone
seg_03623,0.9017800893690557,0.93,no_drone
seg_03624,0.765,0.795,no_drone
seg_03625,0.9483928418792296,0.695,no_drone
seg_03626,0.9543273763815234,0.645,no_drone
seg_03627,0.8124999053893359,0.715,no_drone
seg_03628,0.8699549549549549,0.695,no_drone
seg_03629,0.9691101089376398,0.83,no_drone
seg_03630,0.8934562370626942,0.65,no_drone
seg_03631,0.8445154381646763,0.68,no_drone
seg_03632,0.9372727932552142,0.85,no_drone
seg_03633,0.8419285972014905,0.915,no_drone
seg_03634,0.903799360400445,0.945,no_drone
seg_03635,0.9151094232499107,0.875,no_drone
seg_03636,0.8484518586067223,0.645,no_drone
seg_03637,0.8693316404628355,0.85,no_drone
seg_03638,0.73,0.935,no_drone
seg_03639,0.9320862814726449,0.98,no_drone
seg_03640,0.8370528040799781,0.975,no_drone
seg_03641,0.8838658008658008,0.985,no_drone
seg_03642,0.5987950062421973,0.98,no_drone
seg_03643,0.7246077354260089,0.87,no_drone
seg_03644,0.61,0.875,no_drone
seg_03645,0.7196363636363636,0.98,no_drone
seg_03646,0.7613128692748897,0.945,no_drone
seg_03647,0.7170088412028996,0.95,no_drone
seg_03648,0.913429225895805,0.97,no_drone
seg_03649,0.8061910869097683,0.955,no_drone
seg_03650,0.9598146353990767,0.965,no_drone
seg_03651,0.8239762799856786,0.855,no_drone
seg_03652,0.8945738035748607,0.98,no_drone
seg_03653,0.8342716445258819,0.765,no_drone
seg_03654,0.9518789455004105,0.735,no_drone
seg_03655,0.9038994562342191,0.95,no_drone
seg_03656,0.8859673697433442,0.935,no_drone
seg_03657,0.8830958954147021,0.995,no_drone
seg_03658,0.8481997586660817,0.955,no_drone
seg_03659,0.9356636096044727,0.935,no_drone
seg_03660,0.8497222222222223,0.945,no_drone
seg_03661,0.8775041522568805,0.985,no_drone
seg_03662,0.8043526576516267,0.845,no_drone
seg_03663,0.834127959341225,0.99,no_drone
seg_03664,0.7676938219804886,0.975,no_drone
seg_03665,0.95772168607271,0.985,no_drone
seg_03666,0.7398734177215189,0.97,no_drone
seg_03667,0.54,0.94,no_drone
seg_03668,0.899093669447462,0.935,no_drone
seg_03669,0.868852773621592,0.67,no_drone
seg_03670,0.725,0.865,no_drone
seg_03671,0.8799641052403803,0.84,no_drone
seg_03672,0.864234297238854,0.675,no_drone
seg_03673,0.8794969072164949,0.72,no_drone
seg_03674,0.8293260673353993,0.745,no_drone
seg_03675,0.88,0.755,no_drone
seg_03676,0.8463849113579752,0.75,no_drone
seg_03677,0.785,0.81,no_drone
seg_03678,0.8498820816864295,0.77,no_drone
seg_03679,0.765,0.89,no_drone
seg_03680,0.9,0.925,no_drone
seg_03681,0.5479167796150718,0.825,no_drone
seg_03682,0.6045875857453573,0.475,no_drone
seg_03683,0.6062807031467559,0.945,no_drone
seg_03684,0.6263903811487903,0.925,no_drone
seg_03685,0.5142278287461773,0.965,no_drone
seg_03686,0.71,0.855,no_drone
seg_03687,0.835,0.865,no_drone
seg_03688,0.855,0.845,no_drone
seg_03689,0.89,0.855,no_drone
seg_03690,0.945,0.84,no_drone
seg_03691,0.7944840255591055,0.905,no_drone
seg_03692,0.6552781589479705,0.7,no_drone
seg_03693,0.7335551948051949,0.645,no_drone
seg_03694,0.865,0.645,no_drone
seg_03695,0.7,0.59,no_drone
seg_03696,0.7752122775994178,0.865,no_drone
seg_03697,0.63984375,0.96,no_drone
seg_03698,0.805,0.925,no_drone
seg_03699,0.815,0.97,no_drone
seg_03700,0.898296052631579,0.895,no_drone
seg_03701,0.8347406462585034,0.95,no_drone
seg_03702,0.9135803211393225,0.935,no_drone
seg_03703,0.6464068518518519,0.775,no_drone
seg_03704,0.95375,0.78,no_drone
seg_03705,0.7245517241379309,0.885,no_drone
seg_03706,0.6253620278803765,0.81,no_drone
seg_03707,0.9047692307692308,0.955,no_drone
seg_03708,0.5881445578814796,0.92,no_drone
seg_03709,0.89,0.975,no_drone
seg_03710,0.8990317460317461,0.83,no_drone
seg_03711,0.7691506922257721,0.87,no_drone
seg_03712,0.7211408724112636,0.775,no_drone
seg_03713,0.8549840255591055,0.82,no_drone
seg_03714,0.640576786206532,0.655,no_drone
seg_03715,0.6143611026654505,0.92,no_drone
seg_03716,0.7667582417582416,0.645,no_drone
seg_03717,0.6861111111111111,0.745,no_drone
seg_03718,0.5863804094663416,0.805,no_drone
seg_03719,0.576264825813456,0.885,no_drone
seg_03720,0.785,0.61,no_drone
seg_03721,0.775,0.67,no_drone
seg_03722,0.45,0.9,no_drone
seg_03723,0.28183673469387754,0.905,no_drone
seg_03724,0.8297333333333333,0.965,no_drone
seg_03725,0.5196206974637682,0.99,no_drone
seg_03726,0.895,0.98,no_drone
seg_03727,0.49,0.955,no_drone
seg_03728,0.625,0.91,no_drone
seg_03729,0.47255990701566775,0.635,no_drone
seg_03730,0.8472368421052632,0.74,no_drone
seg_03731,0.535,0.79,no_drone
seg_03732,0.265,0.89,no_drone
seg_03733,0.165,0.64,no_drone
seg_03734,0.75,0.695,no_drone
seg_03735,0.5949840255591055,0.695,no_drone
seg_03736,0.7995762711864407,0.78,no_drone
seg_03737,0.4153682170542636,0.645,no_drone
seg_03738,0.8282573387396917,0.905,no_drone
seg_03739,0.6123729805521667,0.59,no_drone
seg_03740,0.6239397493099978,0.61,no_drone
seg_03741,0.8032546747967478,0.715,no_drone
seg_03742,0.6274004645457816,0.815,no_drone
seg_03743,0.745,0.865,no_drone
seg_03744,0.6833504757217846,0.735,no_drone
seg_03745,0.88,0.885,no_drone
seg_03746,0.8746601941747574,0.925,no_drone
seg_03747,0.8592857142857143,0.945,no_drone
seg_03748,0.8350174610069229,0.83,no_drone
seg_03749,0.93,0.825,no_drone
seg_03750,0.8493591560384192,0.71,no_drone
seg_03751,0.935,0.725,no_drone
seg_03752,0.94875,0.735,no_drone
seg_03753,0.905,0.9,no_drone
seg_03754,0.935,0.75,no_drone
seg_03755,0.9446722728907195,0.875,no_drone
seg_03756,0.92,0.84,no_drone
seg_03757,0.9695334855403348,0.575,no_drone
seg_03758,0.97,0.805,no_drone
seg_03759,0.4682301252332449,0.655,no_drone
seg_03760,0.5863156464444976,0.91,no_drone
seg_03761,0.8698620689655172,0.965,no_drone
seg_03762,0.6354983328358554,0.99,no_drone
seg_03763,0.929875,0.94,no_drone
seg_03764,0.88,0.985,no_drone
seg_03765,0.8049038461538461,0.885,no_drone
seg_03766,0.955,0.805,no_drone
seg_03767,0.6390410819720248,0.94,no_drone
seg_03768,0.925,0.885,no_drone
seg_03769,0.895,0.73,no_drone
seg_03770,0.865,0.825,no_drone
seg_03771,0.8594642857142857,0.77,no_drone
seg_03772,0.8565421895962503,0.945,no_drone
seg_03773,0.48041666666666666,0.88,no_drone
seg_03774,0.8716666666666666,0.7,no_drone
seg_03775,0.6159602632181748,0.735,no_drone
seg_03776,0.9599489795918368,0.765,no_drone
seg_03777,0.9092725853996879,0.725,no_drone
seg_03778,0.875,0.91,no_drone
seg_03779,0.905,0.895,no_drone
seg_03780,0.8647701149425288,0.74,no_drone
seg_03781,0.79,0.765,no_drone
seg_03782,0.95,0.925,no_drone
seg_03783,0.855,0.965,no_drone
seg_03784,0.815,0.955,no_drone
seg_03785,0.8094137806637807,0.865,no_drone
seg_03786,0.6645054181717144,0.845,no_drone
seg_03787,0.9039285714285714,0.545,no_drone
seg_03788,0.8225086784284897,0.63,no_drone
seg_03789,0.7744642857142857,0.625,no_drone
seg_03790,0.8849840255591055,0.655,no_drone
seg_03791,0.695,0.425,no_drone
seg_03792,0.91,0.515,no_drone
seg_03793,0.435,0.535,no_drone
seg_03794,0.6332742133031846,0.58,no_drone
seg_03795,0.955,0.64,no_drone
seg_03796,0.902265625,0.655,no_drone
seg_03797,0.8846477066864296,0.695,no_drone
seg_03798,0.87,0.78,no_drone
seg_03799,0.9294862459546925,0.685,no_drone
seg_03800,0.79,0.66,no_drone
seg_03801,0.849623973727422,0.69,no_drone
seg_03802,0.7252201852660168,0.535,no_drone
seg_03803,0.8849840255591055,0.505,no_drone
seg_03804,0.8242857142857143,0.505,no_drone
seg_03805,0.6157026021558799,0.515,no_drone
seg_03806,0.815,0.76,no_drone
seg_03807,0.6744017966717999,0.555,no_drone
seg_03808,0.845,0.615,no_drone
seg_03809,0.95,0.51,no_drone
seg_03810,0.6841666666666667,0.445,no_drone
seg_03811,0.975,0.52,no_drone
seg_03812,0.915,0.615,no_drone
seg_03813,0.8798992797963936,0.73,no_drone
seg_03814,0.8196875,0.82,no_drone
seg_03815,0.905,0.745,no_drone
seg_03816,0.91,0.63,no_drone
seg_03817,0.73,0.585,no_drone
seg_03818,0.91,0.59,no_drone
seg_03819,0.8704150620154091,0.525,no_drone
seg_03820,0.93,0.42,no_drone
seg_03821,0.5791667841757062,0.49,no_drone
seg_03822,0.8043453318766286,0.605,no_drone
seg_03823,0.5936309727633258,0.695,no_drone
seg_03824,0.925,0.58,no_drone
seg_03825,0.9496845238095237,0.57,no_drone
seg_03826,0.9948620689655172,0.63,no_drone
seg_03827,0.9148620689655172,0.52,no_drone
seg_03828,0.8352513774104682,0.79,no_drone
seg_03829,0.96,0.495,no_drone
seg_03830,0.92,0.39,no_drone
seg_03831,0.8162557077625572,0.465,no_drone
seg_03832,0.82,0.525,no_drone
seg_03833,0.6048098826571016,0.545,no_drone
seg_03834,0.6772370482988649,0.665,no_drone
seg_03835,0.6398201438848922,0.59,no_drone
seg_03836,0.7657452042674737,0.55,no_drone
seg_03837,0.9545890410958904,0.46,no_drone
seg_03838,0.5413513295338369,0.605,no_drone
seg_03839,0.92,0.545,no_drone
seg_03840,0.9099152542372881,0.655,no_drone
seg_03841,0.835,0.41,no_drone
seg_03842,0.7841689765458421,0.44,no_drone
seg_03843,0.91,0.475,no_drone
seg_03844,0.9647619047619048,0.48,no_drone
seg_03845,0.9575,0.48,no_drone
seg_03846,0.9740722730739892,0.56,no_drone
seg_03847,0.6348207570116187,0.545,no_drone
seg_03848,0.8648620689655172,0.61,no_drone
seg_03849,0.8695307288558086,0.6,no_drone
seg_03850,0.9151745689655172,0.605,no_drone
seg_03851,0.865,0.61,no_drone
seg_03852,0.905,0.435,no_drone
seg_03853,0.9787575757575757,0.47,no_drone
seg_03854,0.385,0.475,no_drone
seg_03855,0.93,0.57,no_drone
seg_03856,0.8593981481481481,0.41,no_drone
seg_03857,0.6291836128273023,0.605,no_drone
seg_03858,0.795,0.635,no_drone
seg_03859,0.885,0.665,no_drone
seg_03860,0.915,0.49,no_drone
seg_03861,0.6910979977580664,0.58,no_drone
seg_03862,0.7456795346764329,0.735,no_drone
seg_03863,0.94,0.62,no_drone
seg_03864,0.8302166666666666,0.435,no_drone
seg_03865,0.8302526549937198,0.375,no_drone
seg_03866,0.89,0.69,no_drone
seg_03867,0.8898795439366473,0.585,no_drone
seg_03868,0.865,0.555,no_drone
seg_03869,0.95,0.635,no_drone
seg_03870,0.86,0.57,no_drone
seg_03871,0.8292827739507302,0.505,no_drone
seg_03872,0.5635153516524735,0.51,no_drone
seg_03873,0.7073476360176226,0.49,no_drone
seg_03874,0.8897619047619049,0.485,no_drone
seg_03875,0.84,0.475,no_drone
seg_03876,0.515028731214662,0.365,no_drone
seg_03877,0.7552653224834236,0.435,no_drone
seg_03878,0.925,0.375,no_drone
seg_03879,0.6937093198247071,0.445,no_drone
seg_03880,0.7508188586617146,0.445,no_drone
seg_03881,0.8649029126213592,0.585,no_drone
seg_03882,0.78,0.585,no_drone
seg_03883,0.96,0.65,no_drone
seg_03884,0.4718663117281992,0.57,no_drone
seg_03885,0.85,0.625,no_drone
seg_03886,0.8998088774761556,0.435,no_drone
seg_03887,0.9,0.535,no_drone
seg_03888,0.92,0.665,no_drone
seg_03889,0.8797565960609439,0.62,no_drone
seg_03890,0.895,0.5,no_drone
seg_03891,0.9094862953910615,0.545,no_drone
seg_03892,0.825,0.65,no_drone
seg_03893,0.8996428571428571,0.59,no_drone
seg_03894,0.7948,0.585,no_drone
seg_03895,0.9,0.515,no_drone
seg_03896,0.9048958333333332,0.48,no_drone
seg_03897,0.657233893557423,0.55,no_drone
seg_03898,0.87,0.415,no_drone
seg_03899,0.995,0.46,no_drone
seg_03900,0.6931107034943597,0.455,no_drone
seg_03901,0.9127041204609698,0.5,no_drone
seg_03902,0.925,0.575,no_drone
seg_03903,0.855,0.6,no_drone
seg_03904,0.945,0.57,no_drone
seg_03905,0.9041428571428571,0.505,no_drone
seg_03906,0.915,0.365,no_drone
seg_03907,0.9599038461538462,0.565,no_drone
seg_03908,0.925,0.43,no_drone
seg_03909,0.93,0.525,no_drone
seg_03910,0.7984055540376573,0.57,no_drone
seg_03911,0.955,0.455,no_drone
seg_03912,0.8340486236688769,0.615,no_drone
seg_03913,0.9598620689655172,0.465,no_drone
seg_03914,0.935,0.525,no_drone
seg_03915,0.8198841229193343,0.58,no_drone
seg_03916,0.9,0.51,no_drone
seg_03917,0.94,0.57,no_drone
seg_03918,0.7409405335657643,0.59,no_drone
seg_03919,0.9148620689655172,0.515,no_drone
seg_03920,0.9849035250463822,0.58,no_drone
seg_03921,0.5901785714285714,0.615,no_drone
seg_03922,0.815,0.54,no_drone
seg_03923,0.615,0.59,no_drone
seg_03924,0.9293591560384192,0.625,no_drone
seg_03925,0.8339374244058709,0.58,no_drone
seg_03926,0.93,0.565,no_drone
seg_03927,0.755,0.445,no_drone
seg_03928,0.8419038461538462,0.52,no_drone
seg_03929,0.9583333333333333,0.485,no_drone
seg_03930,0.89,0.455,no_drone
seg_03931,0.7097739867214975,0.525,no_drone
